MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,LAST_FLIGHT_DATE,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,EXCHANGE_COUNT,avg_discount,Points_Sum,Point_NotFlight
37021,12/25/2006,6/16/2008,Male,6,xianggang,xianggang,HK,51,3/31/2014,82,125625,57227,71221,106666,3/26/2014,6,8.802469136,54,5,1.255920537,141315,8
40792,08-08-2010,12-11-2010,Female,5,guangzhoushitianhequ,guangdong,CN,28,3/31/2014,90,135116,66245,49045,179472,3/20/2014,12,7.865168539,80,7,0.744693267,198691,49
22418,08-06-2010,10-06-2010,Male,6,PARIS,IIE DE FRANCE,FR,37,3/31/2014,17,150754,36244,34500,143287,10/27/2013,157,35.0625,136,2,0.931991388,160716,3
27900,9/15/2006,11/19/2006,Male,5,guangzhou,guangdong,CN,49,3/31/2014,39,127925,103340,26441,97116,3/23/2014,9,18.36842105,86,0,1.374724556,161225,7
21245,05-05-2008,2/15/2011,Male,6,shanghai,shanghai,CN,46,3/31/2014,102,127764,59208,69487,102961,3/21/2014,11,7.01980198,33,10,1.295748779,198202,38
2006,11/24/2004,12-04-2004,Male,5,guangzhou,guangdong,CN,45,3/31/2014,90,141907,64227,50884,158149,3/21/2014,11,7.820224719,101,3,0.843185667,189684,54
11028,1/22/2005,03-08-2005,Male,6,guangzhou,guangdong,CN,38,3/31/2014,125,117882,56590,66832,176585,3/25/2014,7,5.693548387,35,14,0.75433474,155391,23
62642,02-07-2007,02-07-2007,Male,6,changchun,jilin,CN,61,3/31/2014,77,120590,32440,43183,94142,03-09-2014,23,9.197368421,54,0,1.414713624,138945,6
29051,12-07-2004,12-07-2004,Female,6,guangzhou,guangdong,CN,46,3/31/2014,79,124838,70462,39777,157844,3/26/2014,6,9.230769231,61,12,0.843179595,221619,81
19073,11-09-2006,03-07-2007,Male,6,guangzhou,guangdong,CN,39,3/31/2014,116,120154,59962,65443,165365,3/19/2014,13,6.104347826,35,1,0.802227557,144290,8
58686,1/19/2011,1/19/2011,Male,6,beijing,beijing,CN,32,3/31/2014,58,123331,65453,55873,91515,3/17/2014,15,12.33333333,65,7,1.448642081,137940,13
781,7/23/2006,7/23/2006,Male,5,zhanjiang,guangdong,CN,49,3/31/2014,109,133352,55657,76163,144321,3/24/2014,8,6.666666667,52,11,0.914492693,164372,16
36780,07-10-2006,07-10-2006,Male,6,guangzhou,guangdong,CN,48,3/31/2014,180,105442,66455,62607,182540,3/23/2014,9,3.977653631,15,4,0.720028487,142631,15
1359,1/13/2010,02-11-2010,Male,6,guangzhou,guangdong,CN,45,3/31/2014,103,92686,45754,86859,218087,3/31/2014,1,7.039215686,42,6,0.602317149,169772,82
29076,1/19/2005,04-11-2005,Male,5,guangzhou,guangdong,CN,56,3/31/2014,107,121404,78200,54540,155834,3/24/2014,8,6.801886792,33,1,0.841613512,144683,8
49714,3/30/2011,4/13/2011,Female,5,COVINA,CA,US,49,3/31/2014,14,153078,33444,46100,125796,12-02-2013,121,46.53846154,129,3,1.040394289,156566,3
55458,02-12-2010,06-11-2010,Male,6,guangzhou,guangdong,CN,30,3/31/2014,149,116162,64079,60697,155588,3/30/2014,2,4.912162162,23,5,0.836742487,136195,9
59905,9/13/2011,9/13/2011,Male,5,guangzhou,guangdong,CN,41,3/31/2014,76,122401,86103,37023,94185,02-12-2014,49,8.973333333,57,0,1.380177417,129029,4
28087,02-10-2007,05-11-2008,Male,6,fanyu,guangdong,CN,64,3/31/2014,55,126221,64899,50346,94577,3/29/2014,3,12.90740741,62,0,1.369523774,200391,6
14825,9/21/2011,9/21/2011,Male,6,changsha,hunan,CN,45,3/31/2014,80,120818,61032,61240,92022,3/28/2014,4,8.835443038,49,4,1.407186108,132796,7
20173,1/23/2005,02-12-2005,Female,6,guangzhou,guangdong,CN,53,3/31/2014,40,142164,38782,60402,139742,3/16/2014,16,18.30769231,136,6,0.926317142,156893,14
18700,1/15/2006,2/24/2006,Male,6,guangzhou,guangdong,CN,43,3/31/2014,142,109292,60942,57023,183472,3/25/2014,7,5.063829787,39,5,0.702883928,133052,10
47040,3/16/2013,4/28/2013,Male,6,,,US,56,3/31/2014,14,147158,0,69575,126850,03-09-2014,23,24.30769231,61,0,1.016463224,165825,0
5040,2/25/2011,05-08-2011,Male,6,guangzhou,guangdong,CN,36,3/31/2014,24,142746,36000,98882,125340,03-02-2014,30,28.39130435,116,3,1.026238631,157710,6
19751,05-12-2011,01-10-2012,Female,5,CULVER CITY,CA,US,33,3/31/2014,13,150850,25200,43093,126495,3/14/2014,18,53.5,262,3,1.014545871,169574,5
9980,12-06-2006,3/17/2007,Male,6,guangzhou,guangdong,CN,47,3/31/2014,85,120754,41949,71795,151736,3/30/2014,2,8.369047619,46,10,0.843447435,199762,46
38079,03-02-2005,5/20/2005,Male,6,.,beijing,CN,49,3/31/2014,68,109266,50278,62111,117537,3/29/2014,3,10.34328358,47,0,1.085817147,123410,6
38098,3/31/2005,05-05-2005,Male,6,guangzhou,guangdong,CN,45,3/31/2014,116,117613,68978,50566,161730,3/24/2014,8,6.234782609,21,6,0.786706177,162718,44
33282,04-09-2012,04-09-2012,Male,6,.,beijing,CN,51,3/31/2014,123,111651,55346,61475,89350,3/30/2014,2,5.909836066,19,2,1.419099832,125014,7
53999,04-04-2007,04-04-2007,Male,6,wulumuqishi,xinjiang,CN,50,3/31/2014,47,115352,36960,66252,91018,3/15/2014,17,14.67391304,74,7,1.389867279,127625,12
58806,08-08-2010,01-03-2011,Male,4,PARIS,,FR,35,3/31/2014,14,148856,46500,36508,123662,12/28/2013,95,36.23076923,196,2,1.022610665,152002,2
18869,6/20/2006,6/20/2006,Male,5,shenzhen,guangdong,CN,74,3/31/2014,49,119100,77457,29982,90602,12/16/2013,107,12.9375,80,0,1.394936204,125550,6
47265,5/27/2005,07-08-2005,Male,5,shenzhen,guangdong,CN,39,3/31/2014,86,118543,49221,62139,157799,3/30/2014,2,8.482352941,33,22,0.799002655,147720,33
29997,2/18/2008,12/17/2008,Male,5,dunhua,jilin,CN,47,3/31/2014,60,114445,61135,48154,106278,3/21/2014,11,12.08474576,54,0,1.182681834,125738,4
56325,7/24/2005,12-03-2005,Male,6,guangzhou,guangdong,CN,44,3/31/2014,110,116532,54659,51757,166843,3/28/2014,4,6.577981651,42,8,0.750906841,148129,33
13606,08-10-2010,08-10-2010,Male,6,MEXICO,,MX,40,3/31/2014,15,97700,34040,10000,183480,10-05-2013,179,39.14285714,79,0,0.681333333,113656,3
2104,3/20/2005,04-11-2005,Male,6,guangzhou,guangdong,CN,47,3/31/2014,67,118790,44102,66668,119347,3/30/2014,2,10.98484848,64,0,1.046676247,134417,5
40556,2/13/2010,2/26/2010,Male,6,huizhou,guangdong,CN,39,3/31/2014,51,121760,22197,85044,99034,3/31/2014,1,11.36,38,3,1.259950118,136638,6
11511,5/17/2010,5/17/2010,Male,6,shanghai,shanghai,CN,55,3/31/2014,74,122218,72537,52991,96520,1/23/2014,69,9,63,5,1.289827497,137008,9
49752,9/18/2010,10-06-2010,Male,6,PARIS,0,FR,51,3/31/2014,12,145209,38600,76000,121632,03-05-2014,27,59.18181818,151,0,1.023333333,152324,1
58064,11-01-2009,02-04-2010,Male,5,shenzhen,guangdong,CN,47,3/31/2014,59,106565,61605,53815,85171,3/26/2014,6,12.27586207,53,10,1.461263576,121759,22
19497,8/27/2009,9/16/2009,Male,6,guangzhou,guangdong,CN,36,3/31/2014,120,104791,48496,65628,176951,3/14/2014,18,5.915966387,56,12,0.701123814,144381,47
21578,09-02-2008,09-02-2008,Female,6,guangzhou,guangdong,CN,49,3/31/2014,60,119084,36815,75011,88428,3/29/2014,3,12.28813559,47,16,1.40060309,138499,25
45772,06-05-2006,06-05-2006,Male,6,shenzhen,guangdong,CN,57,3/31/2014,57,111196,14001,94940,90553,3/31/2014,1,9.285714286,88,0,1.366744227,148181,40
51134,12/18/2011,12/19/2011,Male,5,PARIS,PARIS,FR,54,3/31/2014,43,101676,31354,31157,195034,02-04-2014,57,15.73809524,104,0,0.631640227,105421,0
53729,4/20/2008,4/20/2008,Male,6,changchun,jilin,CN,47,3/31/2014,113,109087,51668,50096,151060,3/30/2014,2,6.428571429,32,3,0.81511929,154907,13
44980,05-01-2005,06-10-2005,Male,5,wulumuqi,xinjiang,CN,49,3/31/2014,42,91284,38043,36239,165589,03-09-2014,23,17.12195122,143,0,0.743348652,97974,0
11139,4/27/2005,4/27/2005,Male,6,guangzhou,guangdong,CN,46,3/31/2014,58,119502,65404,43909,94554,3/16/2014,16,12.35087719,89,3,1.299097235,133792,8
11327,10-12-2005,11/29/2005,Male,4,ROWLAND HEIGHTS,CALIFORNIA,US,48,3/31/2014,16,111936,14570,30724,184227,03-02-2014,30,33.13333333,132,0,0.66544855,122503,0
20131,11/23/2004,3/23/2005,Female,6,guangzhoushi,guangdongsheng,CN,64,3/31/2014,122,109052,51136,58852,180074,3/14/2014,18,5.776859504,49,11,0.68017726,130785,16
47276,5/29/2005,7/17/2005,Male,6,guangzhou,guangdong,CN,47,3/31/2014,72,119810,54023,67485,91164,3/26/2014,6,10.16901408,53,5,1.343311285,140265,16
13323,11/13/2009,11/17/2009,Male,6,wuhanshi,hubeisheng,CN,63,3/31/2014,113,117425,68079,46264,121394,3/22/2014,10,6.330357143,31,2,1.008554047,204327,17
56336,08-02-2005,09-05-2005,Male,6,.,beijing,CN,49,3/31/2014,77,112943,60762,70974,157206,3/30/2014,2,9.592105263,48,3,0.777235347,148513,12
19460,12/13/2008,1/15/2009,Male,5,zhuhai,guangdong,CN,44,3/31/2014,57,118977,58523,48966,91658,3/22/2014,10,12.83928571,49,0,1.332451177,136156,8
15014,01-04-2012,01-04-2012,Male,5,CORALGABLES,FL,US,66,3/31/2014,16,139503,43784,67714,115401,3/19/2014,13,42.8,244,1,1.057235119,144812,1
21884,05-08-2009,05-08-2009,Male,6,shenzhen,guangdong,CN,38,3/31/2014,77,135403,37478,64613,151637,3/23/2014,9,9.092105263,35,13,0.803643702,176266,48
11030,1/20/2005,1/20/2005,Male,6,fanyu,guangdong,CN,38,3/31/2014,88,109604,44502,71749,117157,3/29/2014,3,8.356321839,63,3,1.039534044,145486,17
10164,5/27/2007,1/25/2008,Male,5,shenzhen,guangdong,CN,45,3/31/2014,13,135848,42838,11600,137604,02-10-2014,51,56.08333333,147,4,0.884236795,142824,5
2196,5/20/2005,07-11-2005,Male,6,shantou,guangdong,CN,68,3/31/2014,124,115890,73591,59304,113615,3/29/2014,3,5.853658537,29,0,1.070194781,130909,4
38329,11/17/2005,04-11-2006,Male,6,guangzhou,guangdong,CN,65,3/31/2014,69,119569,73753,53646,147549,03-01-2014,31,10.17647059,40,5,0.823818121,133546,10
3092,2/26/2008,1/30/2009,Male,6,guangzhou,guangdong,CN,60,3/31/2014,66,113508,77458,33221,86430,3/31/2014,1,10.75384615,116,2,1.406350341,140439,12
31122,12-01-2010,12-01-2010,Male,5,guangzhou,guangdong,CN,56,3/31/2014,26,102699,40335,16513,178921,12/21/2013,102,24.88,110,1,0.679305671,107965,3
44276,08-01-2009,8/13/2009,Female,6,haerbin,heilongjiang,CN,40,3/31/2014,59,117216,49710,54318,94946,3/28/2014,4,12.44827586,55,5,1.273062688,148754,24
38451,06-04-2007,06-04-2007,Male,6,guangzhoushi,guangdong,CN,48,3/31/2014,125,92480,46644,62647,189177,3/31/2014,1,5.846774194,33,2,0.637994577,116402,8
30926,3/14/2009,3/14/2009,Male,5,guangzhoushi,,CN,33,3/31/2014,97,101068,63195,45658,171544,3/21/2014,11,7.46875,73,4,0.701652637,108829,7
36573,1/25/2006,1/25/2006,Female,5,guangzhou,guangdong,CN,36,3/31/2014,57,106669,41320,48785,144505,3/29/2014,3,12.69642857,53,0,0.832500467,122962,3
17463,01-04-2011,3/27/2011,Male,6,hetian,xinjiang,CN,27,3/31/2014,64,94410,5546,70813,262290,3/27/2014,5,8.015873016,105,10,0.457967364,122797,13
20144,12/24/2004,03-01-2005,Female,6,guangzhoushi,guangdongsheng,CN,60,3/31/2014,49,120926,92685,26580,88903,12-09-2013,114,12.64583333,56,0,1.350911443,127447,5
20731,9/17/2007,4/13/2008,Female,6,zhuhai,guangdong,CN,56,3/31/2014,58,112726,54969,56945,84353,3/30/2014,2,12.68421053,75,3,1.423312271,136439,11
2129,04-06-2005,4/27/2005,Male,6,zhengzhoushi,henansheng,CN,42,3/31/2014,136,113254,38680,74796,145540,3/27/2014,5,5.311111111,102,9,0.82433441,138865,13
53365,12/17/2010,1/26/2011,Female,5,wulumuqi,xinjiang,CN,34,3/31/2014,68,97369,61293,64004,148879,3/28/2014,4,10.55223881,47,0,0.804845344,106281,2
3018,02-11-2008,03-10-2012,Male,5,wulumuqi,xinjiang,CN,47,3/31/2014,71,93862,23960,76876,180226,3/28/2014,4,10.3,129,2,0.664729007,128372,11
36912,11-01-2006,12/17/2006,Male,6,guangzhou,guangdong,CN,55,3/31/2014,116,101127,75228,43633,130636,3/16/2014,16,6.191304348,50,6,0.916310894,115574,14
1159,5/28/2007,7/28/2007,Male,6,guangzhou,guangdong,CN,53,3/31/2014,110,103985,26253,80618,172640,3/31/2014,1,6.513761468,55,1,0.693026819,134862,8
39380,7/21/2008,04-06-2009,Male,5,guangzhou,guangdong,CN,32,3/31/2014,105,111850,49777,58424,145253,3/20/2014,12,6.798076923,47,9,0.823284201,128699,14
12218,03-03-2009,03-03-2009,Male,6,shenzhen,guangdong,CN,62,3/31/2014,52,111158,54805,44845,83356,03-11-2014,21,13.52941176,70,1,1.433468257,122727,9
38199,6/16/2005,07-12-2005,Male,6,guangzhou,guangdong,CN,53,3/31/2014,106,100577,54530,53778,167199,3/29/2014,3,6.885714286,41,7,0.714441235,110162,11
38134,4/17/2005,4/25/2005,Female,6,shenzhen,guangdong,CN,40,3/31/2014,11,138543,38230,62400,112128,10-06-2013,178,52.8,266,1,1.065035317,159477,6
49346,4/28/2010,4/29/2010,Male,6,guangzhou,guangdong,CN,44,3/31/2014,59,114398,57355,49840,92635,3/19/2014,13,11.94827586,78,8,1.283990608,124552,23
46325,11/29/2007,07-02-2008,Male,5,guangzhou,guangdong,CN,53,3/31/2014,59,136783,70753,77979,145433,3/14/2014,18,12.17241379,33,3,0.817583423,162643,13
27661,1/16/2006,1/17/2006,Male,6,guangzhoushi,guangdong,CN,44,3/31/2014,83,115233,47779,68487,94441,03-06-2014,26,8.597560976,68,2,1.254728561,142357,34
39773,05-08-2012,05-12-2012,Female,4,Cerritos,California,US,30,3/31/2014,10,140743,44800,10100,122320,5/20/2013,317,41.44444444,98,6,0.966,140743,7
3321,8/31/2008,8/31/2008,Male,6,.,beijing,CN,39,3/31/2014,116,114305,42968,52423,136228,3/31/2014,1,6.330434783,25,0,0.866121649,142040,11
47224,4/19/2005,6/30/2005,Male,6,guangzhoushi,,CN,36,3/31/2014,95,113153,61926,44536,138873,3/30/2014,2,7.755319149,43,10,0.849043083,158027,48
14675,8/20/2011,8/20/2011,Male,6,.,beijing,CN,47,3/31/2014,79,94225,15407,53317,151183,3/26/2014,6,8.243589744,29,0,0.778897164,126562,9
36635,3/28/2006,3/28/2006,Male,6,shenzhen,guangdong,CN,55,3/31/2014,76,110357,43518,53765,86061,3/25/2014,7,9.64,68,0,1.367977249,124745,7
20685,7/14/2007,9/28/2007,Male,6,zhengzhou,henan,CN,56,3/31/2014,100,111195,50031,61963,91727,3/31/2014,1,7.282828283,47,9,1.282347182,124736,13
20116,11/20/2004,11/22/2004,Male,6,guangzhou,guangdong,CN,37,3/31/2014,107,92952,47679,60227,165304,3/31/2014,1,6.858490566,43,8,0.710868219,112666,23
27657,02-02-2006,03-02-2006,Male,4,,,US,66,3/31/2014,25,131771,90608,25884,109336,6/16/2013,290,15.45833333,112,4,1.074683178,139361,5
30225,06-01-2008,06-02-2008,Female,6,guangzhou,guangdong,CN,38,3/31/2014,114,102205,55786,53754,151625,3/19/2014,13,6.336283186,32,2,0.774562836,118690,7
39847,03-10-2010,03-10-2010,Male,5,shenzhen,guangdong,CN,47,3/31/2014,57,103643,31304,67412,84080,3/23/2014,9,11.19642857,56,5,1.394920314,120635,14
19134,01-09-2007,9/27/2007,Female,6,guangzhou,guangdong,CN,38,3/31/2014,76,110329,49105,55463,119514,03-10-2014,22,9.413333333,45,6,0.98076627,122265,10
30983,10/17/2012,10/17/2012,Male,6,PARIS,,FR,41,3/31/2014,11,135718,72000,87000,111496,12/24/2013,99,43.3,84,0,1.05,145681,1
53954,04-11-2006,04-11-2006,Male,5,kelamayi,xinjiang,CN,53,3/31/2014,43,104423,34450,60215,94144,03-02-2014,30,16.35714286,109,0,1.240551283,113209,2
13680,2/22/2011,10/22/2011,Male,5,PARIS,ile de france,FR,38,3/31/2014,20,94171,26930,38233,148827,03-10-2014,22,36.21052632,121,0,0.784519543,98590,0
56497,6/17/2007,6/17/2007,Female,6,guangzhou,guangdong,CN,46,3/31/2014,53,116307,30884,70845,85000,2014/2/29  0:00:00,32,13.25,57,0,1.373478,132653,4
20401,09-09-2005,10-02-2005,Female,6,guangzhou,guangdong,CN,41,3/31/2014,56,111646,52249,54987,82981,3/28/2014,4,12.8,64,14,1.403768453,134430,20
23819,9/28/2011,10-07-2011,Male,6,changchun,jilin,CN,50,3/31/2014,84,106270,4328,23107,140535,3/30/2014,2,8.746987952,42,4,0.827823318,124270,9
3110,3/15/2008,1/29/2009,Male,6,.,beijing,CN,37,3/31/2014,111,111215,43198,73391,141864,3/26/2014,6,6.536363636,60,7,0.819703519,131026,12
23531,5/30/2011,5/30/2011,Male,6,guangzhou,guangdong,CN,35,3/31/2014,109,107748,74297,48668,126167,3/14/2014,18,6.537037037,35,3,0.921339098,127254,11
27678,03-02-2006,03-02-2006,Male,5,shenzhen,guangdong,CN,44,3/31/2014,60,106246,50783,39363,98083,3/27/2014,5,12.15254237,41,11,1.175007596,114233,17
4581,7/25/2010,08-06-2010,Male,5,fanyu,guangdong,CN,41,3/31/2014,61,92929,48752,36575,161499,3/29/2014,3,12.13333333,71,2,0.713012031,118004,35
3339,8/28/2008,10/18/2008,Male,6,guangzhou,guangdong,CN,55,3/31/2014,43,120058,29030,71658,93447,3/23/2014,9,16.97619048,163,0,1.231469603,139674,4
36953,12-07-2006,2/27/2007,Male,6,guangzhou,guangdong,CN,40,3/31/2014,149,90725,49861,61985,157683,3/27/2014,5,4.837837838,19,7,0.724336929,128224,25
44217,10/20/2010,12-06-2012,Male,6,wu,xinjiang,CN,43,3/31/2014,43,96588,18526,74971,111807,3/28/2014,4,11.38095238,41,1,1.020765158,114036,4
13818,4/25/2010,4/25/2010,Male,4,guangzhou,guangdong,CN,54,3/31/2014,56,109337,80163,38616,114358,01-09-2014,83,11.70909091,60,3,0.995827664,121166,8
8608,11/15/2005,11/15/2005,Male,6,changchun,jilin,CN,51,3/31/2014,94,102013,47363,53498,109142,3/29/2014,3,7.795698925,31,3,1.040933738,121796,6
2303,8/30/2005,9/24/2005,Male,6,guangzhou,guangdong,CN,50,3/31/2014,84,107748,57470,44323,139338,3/19/2014,13,8.361445783,50,5,0.811427392,118260,9
33645,7/20/2012,7/20/2012,Female,5,shenzhen,guangdong,CN,47,3/31/2014,16,122831,12600,58538,107047,3/23/2014,9,40.8,170,0,1.051401627,128940,1
27651,1/24/2006,03-08-2006,Male,6,shanghaishi,shanghaishi,CN,44,3/31/2014,128,100358,50066,50854,131315,3/15/2014,17,5.598425197,32,12,0.856878118,133895,17
9874,10/26/2006,11/28/2007,Male,6,guangzhoushi,guangdong,CN,39,3/31/2014,124,98544,40842,40771,130776,3/30/2014,2,5.780487805,29,11,0.860026534,111357,15
50023,1/28/2011,02-07-2011,Male,6,guangzhou,guangdong,CN,47,3/31/2014,111,95164,59392,48767,130622,3/28/2014,4,6.6,28,4,0.859196613,115155,10
40219,07-09-2009,07-09-2009,Male,6,guangzhou,guangdong,CN,45,3/31/2014,77,109194,42580,57090,134838,3/31/2014,1,9.552631579,70,8,0.832180765,122278,12
35876,04-02-2006,06-09-2006,Male,5,hefei,anhui,CN,57,3/31/2014,42,106360,31875,31242,77936,03-10-2014,22,17.04878049,67,5,1.436042137,112088,10
58293,11-02-2009,3/24/2010,Male,6,guangzhou,guangdong,CN,42,3/31/2014,124,87984,41832,64452,160524,3/31/2014,1,5.902439024,51,2,0.695089955,110203,31
5737,7/25/2011,7/25/2011,Male,5,beijing,beijing,CN,46,3/31/2014,19,110135,70286,62006,96503,3/26/2014,6,37.33333333,131,8,1.156085303,136674,12
39208,8/28/2010,8/29/2010,Male,4,NEYAGAWA,OSAKAFU,JP,48,3/31/2014,53,115183,105558,50750,134627,2/16/2014,45,12.82692308,76,8,0.828407972,127389,14
13798,06-01-2011,8/20/2011,Male,6,guiyang,guizhou,CN,46,3/31/2014,61,103492,34988,53234,83245,3/31/2014,1,12.15,55,2,1.337276713,119626,7
58411,12-12-2009,4/15/2010,,6,MENAI,SYDNEY,AU,61,3/31/2014,17,135654,30570,89477,105377,3/31/2014,1,43,175,2,1.056396083,159060,3
13846,8/28/2011,8/28/2011,Male,6,Ibaraki-shi,Osaka,JP,52,3/31/2014,48,122774,70248,98233,119036,3/28/2014,4,15.12765957,85,3,0.934725209,160863,12
27945,10/13/2006,5/22/2007,Male,6,shenzhen,guangdong,CN,66,3/31/2014,26,121499,19055,83018,94249,03-10-2014,22,23.4,90,0,1.178456641,133391,4
54719,03-11-2006,3/21/2006,Male,6,guangzhou,guangdong,CN,67,3/31/2014,43,107284,51220,45960,79426,03-01-2014,31,16.64285714,72,5,1.395587087,118207,8
4234,08-07-2009,1/17/2010,Male,4,guangzhou,guangdong,CN,37,3/31/2014,87,108443,48404,52189,115134,1/31/2014,61,7.73255814,49,3,0.962306964,125094,9
13056,5/22/2010,8/22/2010,Male,6,.,beijing,CN,44,3/31/2014,114,105733,41316,61096,124499,3/31/2014,1,6.433628319,47,8,0.889901525,127374,15
38816,2/19/2010,2/24/2010,Male,6,shanghai,shanghai,CN,41,3/31/2014,54,100418,19260,49351,75651,03-12-2014,20,13.37735849,42,2,1.462917873,112327,9
22490,12-09-2009,12-09-2009,Male,5,guangzhou,guangdong,CN,35,3/31/2014,68,101037,60323,32647,163454,03-12-2014,20,10.59701493,53,10,0.676618926,114009,21
47762,9/28/2007,11/29/2007,Male,6,.,beijing,CN,41,3/31/2014,112,102265,59906,38596,134757,3/26/2014,6,6.495495495,51,3,0.82046172,116267,7
30223,10-12-2008,10-12-2008,Male,5,.,beijing,CN,47,3/31/2014,73,92708,37975,30151,163958,3/19/2014,13,9.847222222,32,1,0.673120738,121394,34
35584,06-12-2007,06-12-2007,Male,6,wusu,xinjiang,CN,47,3/31/2014,49,96919,31965,66444,80641,2/23/2014,38,14.0625,72,2,1.368281891,109619,5
4835,8/22/2012,8/30/2012,Male,5,ISEHARA,KANGAWA,JP,63,3/31/2014,40,117052,45368,87535,127004,3/30/2014,2,14.82051282,35,5,0.868515165,150496,16
38084,3/16/2005,4/15/2005,Male,6,guangzhou,guangdong,CN,40,3/31/2014,82,103735,36622,61778,135413,3/27/2014,5,8.87654321,46,0,0.81353969,116936,3
49017,1/17/2009,03-01-2009,Male,6,beijingshi,beijing,CN,42,3/31/2014,154,103214,45721,51975,129582,3/31/2014,1,4.705882353,20,6,0.848141331,132891,15
29375,11/17/2005,04-04-2006,Male,5,guangzhou,guangdong,CN,44,3/31/2014,58,98689,24167,53845,145294,3/19/2014,13,12.05263158,61,2,0.755701956,154953,31
46350,08-12-2008,8/15/2008,Male,5,shunde,guangdong,CN,50,3/31/2014,52,99653,49712,49210,97731,3/30/2014,2,14.21568627,81,1,1.120337764,108555,5
58999,11-10-2010,11-10-2010,Male,6,nansha,guangdong,CN,61,3/31/2014,43,108062,34940,62864,78765,3/24/2014,8,14.95238095,68,2,1.388142957,120960,6
1294,02-09-2009,7/18/2010,Male,6,guangzhou,guangdong,CN,35,3/31/2014,105,108717,47407,58699,138593,3/28/2014,4,6.980769231,44,1,0.788873392,136997,51
728,01-10-2006,01-10-2006,Male,6,luoyang,henan,CN,51,3/31/2014,97,99324,44371,55847,116461,3/28/2014,4,7.572916667,28,4,0.93836632,114037,6
55509,06-09-2010,06-09-2010,Male,6,guangzhou,guangdong,CN,49,3/31/2014,17,130108,44362,13970,121870,12-11-2013,112,38,322,5,0.896000164,137804,6
49453,2/26/2010,2/26/2010,Male,4,kelamayi,xinjiang,CN,62,3/31/2014,32,100770,40430,50658,77106,02-02-2014,59,21.35483871,132,0,1.416159832,108091,1
31394,5/31/2010,6/19/2010,Female,5,guangzhoushi,guangdong,CN,40,3/31/2014,37,120053,27428,49234,119320,3/27/2014,5,20.05555556,145,8,0.914270784,154506,26
35877,3/31/2006,12-10-2006,Male,5,changchun,jilin,CN,44,3/31/2014,86,87887,39027,31496,159612,3/27/2014,5,8.470588235,56,4,0.682643911,96122,7
59627,3/17/2012,4/26/2012,Female,6,changchunshi,jilinsheng,CN,60,3/31/2014,62,87257,41195,50309,139995,3/19/2014,13,11.36065574,40,0,0.778110575,93217,1
23026,12/16/2010,12/16/2010,Male,5,beijing,beijing,CN,49,3/31/2014,67,109523,31267,60138,127081,3/21/2014,11,10.31818182,62,0,0.856602875,120524,3
9716,6/29/2006,8/25/2006,Male,6,guangzhou,guangdong,CN,39,3/31/2014,84,97866,66828,36106,129836,3/24/2014,8,8.674698795,39,8,0.837625235,115208,36
21656,1/15/2009,2/25/2009,Male,6,jilinshi,jilin,CN,45,3/31/2014,117,111270,41699,47384,132853,3/24/2014,8,6.215517241,49,2,0.816301476,135113,6
4004,06-10-2009,06-12-2009,Male,6,.,beijing,CN,48,3/31/2014,122,101676,14624,33099,129272,3/30/2014,2,5.966942149,28,8,0.837572715,128331,13
18838,05-04-2006,05-04-2006,Male,5,guangzhou,guangdong,CN,41,3/31/2014,87,96332,50996,47262,131029,03-08-2014,24,8.220930233,82,1,0.82610529,129028,40
35464,1/20/2009,1/20/2009,Male,6,shenyang,liaoning,CN,51,3/31/2014,73,98955,47665,37695,75413,3/30/2014,2,9.486111111,59,17,1.434756209,109357,23
8434,09-09-2005,09-09-2005,Male,6,dalian,liaoning,CN,43,3/31/2014,97,90928,28621,43362,113939,3/24/2014,8,7.520833333,38,6,0.949395993,109559,13
